miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-mir-4750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130541	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223032	0	0.126665	0	0	0	0	0.250302	0	0	0	0	0	0	0	0	0	0
hsa-mir-4751	0.139002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308198	0	0	0	0	0	0	0	0	0	0	0	0	0.270178	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4753	0.139002	0	0.4047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300617	0.193183	0	0	0	0.166014	0	0	0	0	0	0	0	0	0	0.171715	0	0	0	0	0	0	0	0	0	0	0	0.201698	0	0	0	0	0	0.321413	0	0	0
hsa-mir-4754	0	0	0	0.357631	0	0	0	0	0	0.172554	0	0.261156	0	0	0.80061	0.18033	0.130541	0	0	0.250069	0	0.161672	0.154856	0.145826	0	0	0.291554	0	0	0	0	0	0	0.199382	0	0	0	0.27097	0	0.127765	0	0	0	0.268658	0.171715	0	0	0	0.223032	0	0	0	0	0.270178	0	0	0.201698	0	0.223388	0.151154	0	0	0.321413	0.196199	0	0.214159
hsa-mir-4755	0	0	0.4047	0	0	0	0	0	0	0	0	0.261156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166014	0	0.383576	0	0	0	0	0	0	0.268658	0	0	0	0.14173	0	0	0.126665	0	0	0	0	0	0	0.116356	0	0.151154	0	0.252245	0.321413	0	0.126998	0.428318
hsa-mir-4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4757	0.139002	0.117718	0	0	0	0	0	0	0	0.172554	0	0	0	0	0	0	0	0.176207	0	0	0.198563	0	0	0.291653	0	0	0	0.326787	0	0	0.193183	0	0	0	0	0.281087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4758	0.834014	0.588589	1.214099	0.357631	0.419134	0	0.161185	0.119765	0.515437	0.345108	0.298797	0.261156	0.201365	0	0.480366	0.18033	0.391624	0.176207	0.703208	0	0	0	0.464568	0.145826	0.435494	0	0	0.163393	0	0.300617	1.159096	0.43788	0	0.398763	0.166014	0	0	0.541941	1.671162	0.127765	0.616397	0.681398	0.146601	0.268658	1.202006	0	0.295068	0	1.11516	0.160888	0.126665	0	0.259316	0.270178	0.551858	0.625754	0.403396	0.349068	0.446776	0.151154	0.231983	0.252245	2.249889	0	0.126998	0
hsa-mir-4759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183953	0	0	0	0	0	0	0.252245	0	0	0	0
hsa-mir-4761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4762	0.139002	0	0.4047	0.11921	0	0	0.161185	0	0	0	0	0	0	0.223044	0	0	0.130541	0.352414	0.234403	0	0	0	0	0	0	0.352428	0	0	0.267645	0	0	0	0	0	0.166014	0	0	0.135485	0.238737	0.127765	0.154099	0	0	0.134329	0	0.137501	0	0.283459	0	0	0	0	0.129658	0.270178	0.183953	0	0.201698	0.349068	0.223388	0	0.231983	0.252245	0	0	0	0
hsa-mir-4763	0	0	0	0	0	0.235277	0	0	0	0	0.149398	0	0	0	0.160122	0.18033	0	0	0	0	0.198563	0	0.154856	0.291653	0	0	0	0	0	0	0	0.14596	0.137594	0	0.332027	0	0	0.135485	0.238737	0	0	0	0	0	0	0	0	0.14173	0	0	0.379996	0	0	0	0	0.125151	0	0	0	0	0	0	0	0	0	0
hsa-mir-4764	0	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4766	0.139002	0	0.809399	0.23842	0	0.470554	0.483556	0.359294	0.343624	0	0	0.261156	0.604094	0.446088	0	0	0	0	0.234403	0	0.198563	0	0.464568	0.145826	0	0.234952	0.437331	0.326787	0	0	0.386365	0.29192	0.275188	0.398763	0	0	0.383576	0	0.238737	0.383295	0.154099	1.022097	0.146601	0	0.68686	0.137501	0	0.14173	0.223032	0.321775	0.126665	0	0.129658	0	0.919764	0	0	0.116356	0.670164	0	0.231983	0.252245	0	0.784795	0.253997	0.214159
hsa-mir-4767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196199	0	0
hsa-mir-4768	0.139002	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0.160122	0	0.261082	0	0	0	0	0	0	0.145826	0.217747	0	0	0	0	0	0	0	0	0	0.166014	0	0	0	0	0	0.154099	0	0.146601	0	0	0	0	0.14173	0	0.160888	0	0	0	0	0	0.250302	0	0.232712	0	0	0	0	0.321413	0	0	0
hsa-mir-4769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4770	0	0	0	0	0	0.235277	0	0	0	0	0	0.261156	0	0	0	0	0.130541	0	0	0	0	0	0	0	0	0	0.145777	0.163393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183953	0	0	0	0.223388	0.151154	0	0	0	0.196199	0.126998	0
hsa-mir-4771-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4771-2	0	0.117718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154856	0	0	0	0	0	0	0.150309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4772	3.753064	1.765768	12.140991	2.145784	0.419134	0.941108	2.417779	2.395292	0.687249	0.517661	0.89639	5.745421	2.215012	0.446088	2.081586	2.704952	0.261082	0.704828	0.468805	1.500414	0.794253	0.808361	1.393704	4.520616	2.177469	1.409711	1.311994	1.960721	1.873516	0.450926	1.545461	2.189399	0.68797	1.993817	0.498041	0.84326	4.602907	1.625822	1.909899	3.321892	2.00329	0.681398	0.439804	1.611947	1.888866	0.962506	3.098217	1.700757	1.561223	2.73509	0.886658	0.659859	2.074531	1.080711	1.655575	1.001207	2.420376	0.814493	0.223388	1.511539	0.927932	1.513471	5.785428	6.866958	1.142985	2.998228
hsa-mir-4773-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252245	0	0	0	0.642477
hsa-mir-4773-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125151	0	0	0	0	0	0	0	0	0	0.856637
hsa-mir-4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4775	0.139002	0	0	0.11921	0	0	0.32237	0	0	0	0	0.522311	0.402729	0	0	0	0	0.176207	0	0.250069	0	0.161672	0	0.145826	0.217747	0	0	0	0	0	0	0	0.137594	0	0	0.281087	0.191788	0	0.238737	0.25553	0.154099	0	0.146601	0.268658	0	0	0.147534	0.566919	0	0.160888	0	0.219953	0	0	0	0	0	0	0	0.151154	0	0	0	0.196199	0	0.214159
hsa-mir-4776-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4776-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4777	0	0.235436	0	0	0	0	0.32237	0	0	0.172554	0	0	0	0	0.320244	0.18033	0.130541	0	0	0.250069	0	0	0.309712	0	0.435494	0.117476	0	0.163393	0	0	0	0.14596	0.137594	0	0	0.281087	0.191788	0.27097	0	0.127765	0.154099	0.340699	0	0.268658	0	0	0.147534	0.14173	0.223032	0.321775	0.126665	0	0.129658	0	0.919764	0	0	0.116356	0.223388	0	0	0	0	0.196199	0	0.642477
hsa-mir-4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4779	0	0	0	0.11921	0	0.235277	0	0.239529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163393	0	0	0	0	0	0.199382	0	0	0.191788	0	0	0	0.154099	0.170349	0	0.268658	0	0	0	0	0.223032	0	0	0	0.129658	0	0	0	0	0	0	0.151154	0	0	0	0	0	0
hsa-mir-4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4781	0.278005	0.117718	0	0.23842	0	0	0	0.359294	0	0.345108	0	0	0.402729	0	0.160122	0.18033	0	0	0	0.250069	0	0	0	0.437479	0	0.352428	0.145777	0	0	0	0	0	0	0	0.166014	0	0	0	0.238737	0.127765	0.154099	0	0.146601	0.134329	0.171715	0	0.295068	0.425189	0	0	0.126665	0.219953	0.129658	0	0.367906	0	0	0.349068	0	0	0	0	0	0.392398	0	1.070796
hsa-mir-4782	0	0	0	0	0	0	0	0.239529	0	0	0	0	0	0	0.160122	0.54099	0	0	0	0	0	0	0	0	0.217747	0.117476	0	0	0	0	0	0	0	0.398763	0	0	0	0	0	0	0	0	0	0.134329	0	0	0.295068	0	0	0	0	0	0	0	0	0	0	0	0.223388	0	0	0	0	0	0	0.214159
hsa-mir-4783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4784	0	0	0.4047	0.11921	0	0	0.161185	0.239529	0	0	0	0	0.201365	0	0	0	0	0	0	0	0	0	0.154856	0	0	0	0	0.163393	0	0	0.193183	0	0	0	0	0	0	0	0.238737	0	0	0	0	0	0	0	0.147534	0	0	0	0	0	0.129658	0	0	0	0	0	0	0.151154	0.231983	0.252245	0	0	0.126998	0
hsa-mir-4785	0	0	0	0	0	0	0	0	0	0.172554	0.149398	0	0	0	0	0	0	0	0	0	0	0	0.309712	0.145826	0	0	0	0	0.267645	0	0	0	0	0	0	0	0	0.135485	0	0	0	0	0	0	0	0.137501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4786	0.139002	0	0	1.072892	0.209567	0	0.161185	0.718588	0.171812	0	0	0	0.201365	0	0.480366	0.36066	0.130541	0	0	1.000276	0	0	0	0.145826	0.217747	0.234952	0	0.163393	1.070581	0	0.386365	0.43788	0	0	0.166014	0.281087	0.191788	0.135485	0.477475	0.638825	0	0.170349	0.293203	0.268658	0	0.137501	0.147534	0.283459	0.223032	0.160888	0	0	0.259316	0.270178	0.367906	0.125151	0	0.349068	0	0	0.231983	0.252245	0.321413	0.196199	0.126998	0.214159
hsa-mir-4787	0	0.117718	0.809399	0.11921	0.209567	0	0	0	0.171812	0	0	0	0.201365	0.223044	0.160122	0	0	0	0.93761	0.250069	0.992816	0	0	0	0.435494	0.117476	0.145777	0	0.267645	0.150309	0.77273	0.14596	0.68797	0.598145	0.498041	0.562173	1.72609	0.541941	0.238737	0.127765	0.462298	0.170349	0.146601	0.402987	0	0	0.147534	0.283459	0	0.482663	0.126665	0.219953	0	0.540355	0.551858	0.250302	0.201698	0	0.446776	0.453462	0	0.756736	0.321413	0	0	0
hsa-mir-4788	0	0	8.093994	0	0	0.705831	0.32237	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198563	0	0.154856	0.291653	0	0	0	0	0	0	0	0	0.137594	0	0	0.281087	0.191788	0	0	0	0	0	0.146601	0	0	0	0.147534	0	0	0	0	0	0.259316	0	0	0	0.201698	0	0	0	0	0	0	0	0	0.428318
hsa-mir-4789	0	0	0	0.11921	0.209567	0.235277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477475	0.25553	0	0	0	0.134329	0	0.275002	0	0	0	0	0	0	0.129658	0	0	0	0	0	0.223388	0	0.231983	0	0	0	0	0
hsa-mir-4790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4791	0	0.470872	2.023498	0.11921	0	0	0	0.239529	0	0.172554	0	0	0	0	0	0	0	0	0	0.500138	0	0.323345	0.154856	0.437479	0.435494	0.234952	0	0	0	0.150309	0	0	0	0	0.332027	0.281087	0.191788	0	0	0	0.308198	0.170349	0	0	0	0	0	0.425189	0	0.482663	0.126665	0.219953	0	0.270178	0.183953	0.125151	0	0.232712	0	0	0	0.50449	0	0.392398	0.634992	0.428318
hsa-mir-4792	0	0	0	0	0	0	0	0	0.171812	0	0	0	0	0	0	0.36066	0	0	0	0	0	0	0	0	0	0.117476	0	0	0	0	0	0	0	0.199382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160888	0	0	0	0	0	0.125151	0	0	0	0	0	0	0	0.196199	0	0
hsa-mir-4793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4794	0.139002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398763	0	0.281087	0	0	0.238737	0.127765	0	0	0	0.134329	0	0	0	0	0	0.160888	0	0	0	0	0	0	0	0	0	0.151154	0	0	0	0	0	0
hsa-mir-4795	0.278005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163393	0	0	0	0	0	0	0	0	0.191788	0	0	0.127765	0	0.170349	0.293203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223388	0	0	0	0	0	0	0
hsa-mir-4796	0.139002	0.117718	0.4047	0	0.209567	0	0	0.119765	0.171812	0	0	0	0.402729	0	0	0.18033	0	0.176207	0	0	0.198563	0	0.464568	0	0	0	0	0.49018	0	0.150309	0.386365	0.43788	0.275188	0.598145	0	0	0	0.406455	0	1.149886	0.154099	0.170349	0	0.268658	0	0.137501	0	0.566919	0.223032	0.160888	0	0.219953	0	0	0.551858	0.125151	0.201698	0.232712	0	0.151154	0.231983	0.252245	0	0.196199	0	0
hsa-mir-4797	0.139002	0	1.214099	0	0.419134	0	0.805926	0	0.171812	0.172554	1.344584	0	0	0.669131	0.160122	1.262311	1.174871	0.704828	0.93761	0	0.397126	0.646689	0.464568	0.145826	0.217747	0.352428	0	0	0.53529	0.150309	0.193183	0.29192	0.412782	0.199382	0	0.281087	0	0	0	0.25553	0	0.170349	0.586405	0.537316	1.545436	0.275002	0.295068	0.566919	0	0.482663	0.126665	0.659859	0	0.270178	0.183953	0.625754	0.403396	0.349068	0	1.360385	0.463966	0.252245	0	0.392398	0.126998	0.214159
hsa-mir-4798	0	0	0	0	0.209567	0	0	0	0.171812	0.345108	0	0	0.201365	0	0	0	0	0	0	0.250069	0	0	0	0	0	0	0.291554	0	0.267645	0	0	0	0	0	0	0	0.191788	0	0.238737	0	0.154099	0	0	0	0	0	0	0	0	0.321775	0	0.219953	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129658	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4800	0	0.117718	0	0.23842	0	0	0	0.598823	0.343624	0	0	0	0	0	0	0	0	0	0	0	0	0.161672	0	0.145826	0	0	0	0	0	0	0.193183	0	0	0	0	0	0	0	0	0.127765	0.154099	0	0	0.134329	0.171715	0	0.295068	0.283459	0	0	0	0	0.518633	0.270178	0.183953	0	0	0.116356	0	0	0	0	0	0.196199	0.126998	0
hsa-mir-4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4802	0.278005	0	0	0.23842	0	0.470554	0.161185	0	0	0.172554	0.149398	0.261156	0	0	0	0.36066	0.261082	0	0	0	0	0.161672	0	0.145826	0.217747	0	0.145777	0.163393	0.267645	0.150309	0.193183	0.43788	0.137594	0	0.498041	0	0	1.083881	0	0.25553	0.308198	0.170349	0	0	0.171715	0.137501	0.295068	0.283459	0	0.160888	0	0	0	0	0.367906	0	0	0	0	0.302308	0.463966	0	0	0.392398	0	0
hsa-mir-4803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160122	0	0	0	0	0	0	0	0	0.145826	0	0	0	0	0	0.150309	0	0	0	0	0	0	0	0	0	0	0	0.170349	0	0	0	0	0	0	0	0	0	0.219953	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4804	0	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234403	0	0.198563	0	0	0	0	0	0	0	0	0	0	0.14596	0	0	0	0	0	0	0	0.127765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116356	0	0	0	0	0	0	0	0
hsa-mir-483	0.834014	0	0	0.357631	0	0.235277	5.319113	0.359294	0	0	0.448195	1.828089	0.402729	1.338263	0.160122	1.983631	0	0.176207	0	0.750207	0	0.485017	0	2.7707	0.435494	0.117476	0.874663	0.98036	0.267645	1.052161	0	0.43788	0.137594	0.598145	0	2.248693	0.191788	1.896792	0	0.383295	0	0.170349	0.439804	0.134329	1.202006	0.275002	1.180273	1.700757	0.223032	3.539529	0	0.219953	0.129658	0	1.287669	0	0.605094	0.232712	0.446776	0.151154	0.231983	0	3.535539	0	1.52398	0.428318
hsa-mir-484	23.074396	17.539967	131.932101	33.974911	19.908872	10.82274	37.556161	16.527516	56.69803	12.768981	22.110944	33.689062	21.948751	23.196557	49.47769	33.000414	11.487627	14.272758	37.738803	34.509525	11.516665	13.095453	62.716682	23.915519	35.928245	11.277687	17.2017	27.450092	46.570261	17.88674	22.602367	23.20763	14.172191	17.744973	18.59352	30.357357	28.76817	53.787602	20.292678	25.297488	40.373993	105.105594	13.633927	36.671797	41.039907	11.825077	29.211756	40.818166	11.374628	23.489599	17.479838	15.39672	36.044979	41.067007	27.041057	21.52595	37.515831	44.331677	48.698586	17.836165	16.702767	11.603278	35.998219	31.391809	27.812632	102.796383
hsa-mir-485	0.55601	0.117718	4.046997	0.834471	0	0	0.32237	0.479058	0	0.345108	0.298797	0.261156	0	0	0.320244	1.442641	0.130541	0.352414	0	0	0.198563	0	0.77428	0.437479	0	0.234952	0.145777	0.163393	0.53529	0.150309	0.193183	0.29192	0	0	0	0.281087	0.575363	0.135485	0.477475	0.25553	0	0.511048	0	0	0.34343	0.412503	0.590136	1.559027	0.669096	0.482663	0.253331	0.219953	2.074531	0.270178	0.183953	0	0	0.116356	0.893552	0.453462	0	0.252245	0	0.392398	0.126998	88.66188
hsa-mir-486-1	104.946803	103.238596	187.37596	563.745099	212.710578	35.52682	176.336653	42.755966	332.628445	191.362164	609.096741	159.304867	653.22705	361.330983	2332.496803	599.237023	58.743546	44.404136	103.605908	267.823919	31.571548	44.944888	2040.073018	156.180003	453.56688	37.122385	75.366772	324.009125	307.791954	118.443288	191.637163	203.614114	76.089532	43.863978	87.157124	143.635271	45.261921	60.83283	149.210866	144.119024	55.167517	1495.838278	49.991065	159.582764	223.401333	93.225606	256.856907	1049.225291	58.211333	766.790598	86.639197	390.196865	935.743212	132.387063	112.21119	92.236191	980.050654	1463.643487	105.662529	151.909709	314.800763	68.358441	323.983974	182.857286	32.765566	71.314991
hsa-mir-486-2	104.946803	111.361131	173.61617	577.692693	189.867767	35.52682	172.468207	48.504667	340.188182	187.738534	619.255823	149.642112	642.353357	343.710521	2328.493753	598.335373	65.140066	45.989998	105.949933	256.820883	27.798848	45.268233	2046.267258	154.72174	461.841264	36.652482	79.740085	330.708255	311.806632	121.148846	181.591666	213.24747	74.713591	44.262741	86.99111	144.759618	52.166282	52.026295	142.764956	145.52444	51.623235	1524.286632	52.043484	165.761894	223.057902	101.888162	256.856907	1033.635019	54.642822	781.270488	89.552503	369.081364	909.552257	125.902799	104.485173	86.479251	965.125001	1436.067089	118.395645	157.048943	329.183701	76.178042	315.948658	180.6991	33.908551	72.599945
hsa-mir-487a	0.139002	0.235436	0	0.476841	0	0	0.161185	0.359294	0	0.172554	0	0	0.201365	0	0	0.721321	0	0	0.234403	0	0	0	0	0.145826	0	0	0.145777	0	0	0	0	0	0	0	0.166014	0	0	0	0	0.127765	0.154099	0	0	0.268658	0.171715	0	0	0.566919	0	0	0.253331	0	0	0	0	0	0	0	0.223388	0	0	0.252245	0.321413	0.196199	0.380995	17.989367
hsa-mir-487b	2.363041	0.588589	1.618799	2.264994	0.419134	0.470554	0.644741	0.479058	0.343624	0.345108	0.448195	0	0.604094	0.223044	0.160122	0.721321	0.130541	0	1.640818	0.250069	0.198563	0.323345	0.464568	0.874958	0	0.234952	0.728886	0.653574	0.53529	0.150309	0.579548	0.43788	0.275188	0	0.166014	0.281087	0.767151	0.677426	0	1.660946	0	0.851747	0.146601	0.402987	1.030291	0.275002	0.442602	8.220325	0.446064	1.447989	0.759993	0.219953	1.685557	0	0.551858	0	0.403396	0	0.223388	0	0	0.50449	0.321413	2.746783	0.380995	111.148589
hsa-mir-488	0	0.117718	0	0	0	0	0	0.119765	0.171812	0	0	0	0	0	0	0	0	0	0	0	0.198563	0	0	0.145826	0	0	0	0.163393	0	0	0.193183	0	0	0	0	0.281087	0	0.135485	0	0	0.154099	0	0	0.134329	0	0	0.295068	0.850378	0	0	0	0	0	0	0	0	0	0	0.223388	0	0	0	0	0	0	0
